pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
17604717	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	CA122617	CA	United States	NCI NIH HHS	True	True	False
17613203	D016428:Journal Article; D016454:Review					False	False	False
17613552	D016428:Journal Article; D016454:Review					False	False	False
17614950	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	DA018479	DA	United States	NIDA NIH HHS	True	False	False
17616715	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
1763537	D016430:Clinical Trial; D003160:Comparative Study; D016428:Journal Article; D016449:Randomized Controlled Trial; D016454:Review					False	False	False
17652055	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
17661631	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	N01-AI-40059	AI	United States	NIAID NIH HHS	True	True	False
17668182	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
17696794	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
17701958	D016428:Journal Article; D016454:Review					False	False	False
17703225	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D016454:Review	R01 AI069383	AI	United States	NIAID NIH HHS	True	True	False
17728846	D016428:Journal Article; D016454:Review					False	False	False
1782737	D016428:Journal Article; D016454:Review					False	False	False
1791218	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
17915571	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
17918529	D016420:Comment; D016421:Editorial					False	False	False
17921005	D016428:Journal Article; D016454:Review					False	False	False
17948301	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
17969420	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
17975354	D016428:Journal Article; D016454:Review					False	False	False
17975440	D016428:Journal Article; D016454:Review					False	False	False
17976867	D004740:English Abstract; D016428:Journal Article; D016454:Review					False	False	False
1801640	D016428:Journal Article; D016454:Review					False	False	False
18019904	D016428:Journal Article					False	False	False
18029230	D016428:Journal Article; D016454:Review					False	False	False
18032765	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	HL077577	HL	United States	NHLBI NIH HHS	True	False	False
18033047	D002363:Case Reports; D004740:English Abstract; D016428:Journal Article					False	False	False
18086113	D016428:Journal Article; D016448:Multicenter Study					False	False	False
18090816	D016428:Journal Article; D016454:Review					False	False	False
18103553	D016428:Journal Article					False	False	False
18127915	D016428:Journal Article					False	False	False
18134729	D016428:Journal Article					False	False	False
18200529	D016428:Journal Article; D016454:Review					False	False	False
18206818	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18231123	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	R01 HD38534	HD	United States	NICHD NIH HHS	True	True	False
18232331	D004740:English Abstract; D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
18241520	D016428:Journal Article; D016454:Review					False	False	False
18270515	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	NS-035180	NS	United States	NINDS NIH HHS	True	False	False
18281458	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18284371	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18288941	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18318880	D002363:Case Reports; D016428:Journal Article					False	False	False
18348190	D016428:Journal Article; D016454:Review					False	False	False
18350253	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18351180	D016428:Journal Article					False	False	False
18353626	D016428:Journal Article; D016454:Review					False	False	False
18362103	D003160:Comparative Study; D016428:Journal Article; D052060:Research Support, N.I.H., Intramural; D013485:Research Support, Non-U.S. Gov't	Z01 MH002386	ImNIH	United States	Intramural NIH HHS	True	True	False
18375178	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18379584	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18398280	D016428:Journal Article; D016454:Review					False	False	False
18400840	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18425888	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
18452798	D016428:Journal Article; D052060:Research Support, N.I.H., Intramural; D016454:Review	Z99 AI999999	ImNIH	United States	Intramural NIH HHS	True	False	False
18463017	D016428:Journal Article; D016454:Review					False	False	False
18483643	D016428:Journal Article					False	False	False
18497935	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18517264	D016428:Journal Article; D016454:Review					False	False	False
18532987	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	R01 NS039402-08	NS	United States	NINDS NIH HHS	True	True	False
18603295	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18604127	D016428:Journal Article; D016454:Review					False	False	False
18628490	D016428:Journal Article; D016454:Review					False	False	False
18650532	D016428:Journal Article; D016454:Review					False	False	False
18675691	D016428:Journal Article; D016454:Review					False	False	False
18684880	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18690851	D016428:Journal Article; D016454:Review					False	False	False
18696049	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18708154	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	R01 CA022556	CA	United States	NCI NIH HHS	True	True	False
18726137	D016428:Journal Article; D016454:Review					False	False	False
18729058	D016428:Journal Article	T32 GM007544	GM	United States	NIGMS NIH HHS	True	False	False
18754792	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	P01 HL073907-04	HL	United States	NHLBI NIH HHS	True	False	False
18781894	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18795413	D016428:Journal Article; D016454:Review					False	False	False
18799934	D016428:Journal Article; D016454:Review					False	False	False
18820607	D016422:Letter					False	False	False
18833216	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18842094	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
18877590	D016428:Journal Article					False	False	False
18924441	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
18945498	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
18992601	D016428:Journal Article; D016454:Review					False	False	False
19002158	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	R01 DK064113	DK	United States	NIDDK NIH HHS	True	False	False
19007916	D016428:Journal Article; D016454:Review					False	False	False
19010279	D016428:Journal Article; D016454:Review					False	False	False
19010441	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	55005501		United States	Howard Hughes Medical Institute	True	True	False
19011659	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review		HHMI	United States	Howard Hughes Medical Institute	True	True	False
19031795	D016428:Journal Article; D016454:Review					False	False	False
19035758	D016420:Comment; D016422:Letter					False	False	False
19088156	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
19098895	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't		HHMI	United States	Howard Hughes Medical Institute	True	True	False
19099242	D016428:Journal Article; D016454:Review					False	False	False
19105704	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
19111572	D016456:Historical Article; D016428:Journal Article					False	False	False
19160594	D054711:Introductory Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	EY08266	EY	United States	NEI NIH HHS	True	True	False
19194443	D016433:News					False	False	False
19240722	D016428:Journal Article					False	False	False
19242249	D016428:Journal Article; D016454:Review					False	False	False
19246980	D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
19281565	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
19297575	D016428:Journal Article; D016454:Review					False	False	False
19309547	D016421:Editorial; D016454:Review					False	False	False
19319041	D016428:Journal Article; D016454:Review					False	False	False
19332438	D016446:Consensus Development Conference; D016428:Journal Article; D016454:Review					False	False	False
1934849	D016428:Journal Article; D016454:Review					False	False	False
19352540	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
19357408	D016428:Journal Article; D016454:Review	R01 HL056267	HL	United States	NHLBI NIH HHS	True	False	False
19373513	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
19377018	D016428:Journal Article; D016454:Review					False	False	False
1938422	D016428:Journal Article					False	False	False
19396954	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	R15 AI072720	AI	United States	NIAID NIH HHS	True	True	False
19416993	D016428:Journal Article; D016454:Review					False	False	False
19422309	D016428:Journal Article; D016454:Review					False	False	False
1943998	D016428:Journal Article; D016454:Review					False	False	False
19442864	D004740:English Abstract; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
