pmid,query,search_type,page,LastAuthFirstName,LastAuthLastName,FirstAuthLastName,FirstAuthFirstName,gender_last_author,p_last_author_female,p_last_author_male,gender_first_author,p_first_author_female,p_first_author_male,firstauthor_percent_white,firstauthor_percent_black,firstauthor_percent_asian,firstauthor_percent_american_indian_alaskan_native,firstauthor_percent_multi_race,firstauthor_percent_hispanic,lastauthor_percent_white,lastauthor_percent_black,lastauthor_percent_asian,lastauthor_percent_american_indian_alaskan_native,lastauthor_percent_multi_race,lastauthor_percent_hispanic
35600183,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Raju,Poudel,Khadka,Bibek,male,0.02,0.98,male,0.04,0.96,,,,,,,,,,,,
35427281,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Kimberly,Gokoffski,Hamza,Mahmoud,female,0.99,0.01,male,0.02,0.98,55.86,14.05,9.73,0,17.84,2.52,,,,,,
35411701,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Andrew,Chan,Hoepner,Robert,male,0.01,0.99,male,0.01,0.99,97.82,0,(S),(S),(S),0,2.72,0.54,91.01,0.04,2.82,2.87
35288788,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Maria,Trojano,Bollo,Luca,female,0.98,0.02,male,0.04,0.96,70.34,4.24,0,0,0,25.42,,,,,,
35255304,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Jullyana de Souza Siqueira,Quintans,Heimfarth,Luana,female,1,0,female,0.99,0.01,,,,,,,,,,,,
35132462,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Lisa,Spees,Biddell,Caitlin,female,0.98,0.02,female,0.97,0.03,,,,,,,94.94,(S),1.01,(S),1.52,1.64
35064812,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,1,Thierry,Vincent,Jentzer,Alexandre,male,0.01,0.99,male,0.01,0.99,,,,,,,82.26,12.05,0.94,0.6,1.83,2.33
34935179,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Federico,Roncaroli,Cousins,Oliver,male,0.01,0.99,male,0.01,0.99,70.53,24.89,0.45,0.61,2.03,1.5,,,,,,
34931885,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,,,Januel,Edouard,,,,male,0.02,0.98,,,,,,,,,,,,
34820735,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Ichiro,Nakashima,Akaishi,Tetsuya,male,0,1,male,0,1,,,,,,,7.22,(S),80.96,(S),7.7,3.82
34226958,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Marinos,Dalakas,Stathopoulos,Panos,male,0.01,0.99,male,0.01,0.99,95.88,(S),(S),0,2.47,1.24,,,,,,
34224531,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Zoë,Williams,Douglas,Christina,,,,female,0.98,0.02,61.34,33.49,0.43,0.68,2.02,2.05,48.52,46.72,0.37,0.78,2.01,1.6
34718426,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Claudia,Lucchinetti,Guo,Yong,female,0.98,0.02,male,0.12,0.88,0.91,(S),97.59,(S),0.92,0.4,,,,,,
35606107,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Sarosh,Irani,McNaughton,Peter,male,0.2,0.8,male,0.01,0.99,93.24,2.14,0.78,0.88,1.46,1.51,42.84,(S),45.18,(S),9.77,1.43
35598288,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Magdalena,Krbot Skorić,Habek,Mario,female,0.98,0.02,male,0.01,0.99,,,,,,,,,,,,
35606200,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,A,Michon,Chaara,T,male,0.32,0.68,male,0.39,0.61,,,,,,,94.11,(S),1.12,(S),2.24,1.4
35596582,Neuromyelitis Optica Spectrum Disorder,pubdate_desc,2,Maria,Rocca,Cacciaguerra,Laura,female,0.98,0.02,female,0.98,0.02,,,,,,,86.23,(S),0.77,(S),1.99,10.57
13398879,Pachygyria,relevance,1,L,CROME,CROME,L,male,0.4,0.6,male,0.4,0.6,84,12,(S),(S),2.15,(S),84,12,(S),(S),2.15,(S)
30677308,Pachygyria,relevance,1,Robert,Hevner,Juric-Sekhar,Gordana,male,0.01,0.99,female,0.99,0.01,,,,,,,98.99,(S),0,0,(S),0
28440899,Pachygyria,relevance,1,William,Dobyns,Di Donato,Nataliya,male,0.01,0.99,female,0.98,0.02,,,,,,,89.97,4.55,(S),1.65,2.35,(S)
34928108,Pachygyria,relevance,1,Devi,Dayal,Gupta,Atul,female,0.77,0.23,male,0.01,0.99,3.99,0.29,90.35,0.16,4.79,0.41,4.51,2.26,82.14,(S),10.9,(S)
21948916,Pachygyria,relevance,1,Mandana,Ashrafi,Modabbernia,Amirhossein,female,0.97,0.03,male,0.02,0.98,,,,,,,61.86,0,23.26,(S),13.02,(S)
30744660,Pachygyria,relevance,1,Bernt,Popp,Hebebrand,Moritz,male,0.03,0.97,male,0.01,0.99,95.4,0,(S),0,(S),3.07,96.64,0.23,0.47,0.27,0.87,1.51
32557621,Pachygyria,relevance,1,Julia,Vodopiutz,Waich,Stephanie,female,0.97,0.03,female,0.98,0.02,,,,,,,,,,,,
23022981,Pachygyria,relevance,1,Riitta,Salonen-Kajander,Avela,Kristiina,female,0.95,0.05,female,0.96,0.04,,,,,,,,,,,,
34163010,Pachygyria,relevance,1,Reza,Maroofian,Zaki,Maha,male,0.03,0.97,female,0.93,0.07,68.26,1.89,12.47,0.78,13.03,3.56,,,,,,
29671837,Pachygyria,relevance,1,William,Dobyns,Di Donato,Nataliya,male,0.01,0.99,female,0.98,0.02,,,,,,,89.97,4.55,(S),1.65,2.35,(S)
26743950,Pachygyria,relevance,2,Young Jong,Woo,Kim,Young Ok,male,0.17,0.83,,,,2.6,0.36,94.52,0.03,1.99,0.5,4.95,0.52,88.33,0.07,3.65,2.48
23603762,Pachygyria,relevance,2,Jamel,Chelly,Poirier,Karine,male,0.03,0.97,female,0.99,0.01,96,0.6,0.52,0.24,1.25,1.39,,,,,,
24291892,Pachygyria,relevance,2,Tatsushi,Toda,Toda,Tatsushi,male,0.02,0.98,male,0.02,0.98,27.44,(S),65.9,(S),3.95,2.29,27.44,(S),65.9,(S),3.95,2.29
28111201,Pachygyria,relevance,2,Arnold,Kriegstein,Bershteyn,Marina,male,0.01,0.99,female,0.98,0.02,,,,,,,,,,,,
34731701,Pachygyria,relevance,2,Nataliya,Di Donato,Koenig,Matti,female,0.98,0.02,male,0.03,0.97,96.04,0.27,0.56,0.63,0.91,1.6,,,,,,
30471716,Pachygyria,relevance,2,Grazia,Mancini,Dobyns,William,female,0.99,0.01,male,0.01,0.99,89.97,4.55,(S),1.65,2.35,(S),96.32,0.26,0.31,0.11,0.91,2.09
30914828,Pachygyria,relevance,2,Irma,Järvelä,Polla,Daniel,female,0.98,0.02,male,0.01,0.99,86.96,(S),4.35,0,(S),6.96,,,,,,
22157055,Pachygyria,relevance,2,Yum-Kung,Chu,Huang,Bo-Kai,,,,male,0,1,1.03,0.09,96.83,0.02,1.74,0.29,2.47,(S),93.37,(S),2.76,1.22
27923540,Pachygyria,relevance,2,Yves,Ville,Leruez-Ville,Marianne,male,0.02,0.98,female,0.99,0.01,,,,,,,34.81,25.95,(S),(S),5.06,29.11
32744776,Pachygyria,relevance,2,Andrea,Bartuli,Rossi-Espagnet,Maria,male,0.38,0.62,female,0.98,0.02,,,,,,,,,,,,
35512496,Pachygyria,pubdate_desc,1,Sali,Farhan,Dilliott,Allison,female,0.67,0.33,female,0.93,0.07,,,,,,,60.18,2.99,10.18,0,22.46,4.19
35103859,Pachygyria,pubdate_desc,1,Emilio,Geijo-Barrientos,Domínguez-Sala,E,male,0.01,0.99,male,0.37,0.63,,,,,,,,,,,,
35585091,Pachygyria,pubdate_desc,1,Fiona,Francis,Romero,Delfina,female,0.97,0.03,female,0.98,0.02,10.44,0.46,1.34,0.95,0.66,86.13,63.89,27.57,1.3,2.08,2.44,2.72
32809601,Pachygyria,pubdate_desc,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
35567955,Pachygyria,pubdate_desc,1,Dong-Zhi,Li,Zhang,Yong-Ling,,,,,,,0.61,0.09,98.16,0.02,0.96,0.16,1.28,0.12,96.44,0.01,1.4,0.75
35523508,Pachygyria,pubdate_desc,1,Mohammad,Bayoumi,Mohamed,Khuloud,male,0.02,0.98,female,1,0,21.22,36.78,11.91,0.38,27.37,2.34,66.67,(S),(S),0,24.51,4.9
35511030,Pachygyria,pubdate_desc,1,Jeffrey,Moore,Hoff,Katelyn,male,0.01,0.99,female,0.98,0.02,94.54,2.1,0.56,0.45,1.21,1.14,68.85,26.92,0.37,0.65,1.7,1.5
35338537,Pachygyria,pubdate_desc,1,Minyue,Dong,Wang,Peng,female,0.67,0.33,male,0.16,0.84,3.25,0.19,94.47,0.03,1.73,0.33,4.67,(S),90.46,(S),3.28,1.08
35213059,Pachygyria,pubdate_desc,1,Jin-Wu,Tsai,Lin,Jun-Ru,,,,male,0,1,2.29,0.13,95.13,0.03,2.02,0.4,1.78,(S),95.09,(S),2.65,0.32
35092861,Pachygyria,pubdate_desc,1,Talha Bin,Emran,Halder,Sajal Kumar,male,0.03,0.97,,,,67.78,1.68,25.14,0,4.47,0.93,,,,,,
35410907,Pachygyria,pubdate_desc,2,Paolo,Tinuper,Licchetta,Laura,male,0.01,0.99,female,0.98,0.02,,,,,,,,,,,,
35465088,Pachygyria,pubdate_desc,2,Deanna,Smith,Pandey,Jai,female,0.99,0.01,male,0.14,0.86,4.18,(S),88.46,(S),5.6,1.54,73.35,22.22,0.4,0.85,1.63,1.56
35450016,Pachygyria,pubdate_desc,2,Keita,Tsujimura,Shiohama,Tadashi,male,0.13,0.87,male,0,1,,,,,,,(S),(S),81.73,0,9.62,5.77
35431747,Pachygyria,pubdate_desc,2,Abdulaziz,Boker,Bahaziq,Wadeeah,male,0.02,0.98,female,1,0,,,,,,,87.72,8.11,(S),(S),1.97,1.75
35313204,Pachygyria,pubdate_desc,2,Dietmar,Manstein,Greve,Johannes,male,0.01,0.99,male,0.01,0.99,96.11,(S),0.43,(S),0.71,2.21,,,,,,
34970864,Pachygyria,pubdate_desc,2,Frank,Bloomfield,Sibbin,Kristina,male,0.01,0.99,female,0.98,0.02,,,,,,,84.37,10.2,1.7,0.65,1.89,1.19
34693484,Pachygyria,pubdate_desc,2,Noriko,Sato,Chiba,Emiko,female,0.98,0.02,female,0.91,0.09,9.57,(S),83.19,0,6.96,(S),6.75,0.41,81.45,0.09,6.28,5.03
35433561,Pachygyria,pubdate_desc,2,Rong,Xiang,Huang,Hao,male,0.41,0.59,male,0.11,0.89,1.03,0.09,96.83,0.02,1.74,0.29,(S),0,98.44,0,1.09,(S)
35332709,Pachygyria,pubdate_desc,2,Sidra,Shafique,Shafique,Sidra,female,0.96,0.04,female,0.96,0.04,5.44,(S),79.59,0,13.61,(S),5.44,(S),79.59,0,13.61,(S)
26583190,Pachygyria,pubdate_desc,2,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
20301457,Pachyonychia Congenita,relevance,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
32107781,Pachyonychia Congenita,relevance,1,A,O'Toole,Steele,L,male,0.37,0.63,male,0.4,0.6,80.39,14.94,0.41,1.08,1.47,1.71,,,,,,
3053803,Pachyonychia Congenita,relevance,1,M,Schewach-Millet,Feinstein,A,female,0.6,0.4,male,0.32,0.68,97.58,(S),0.38,(S),0.7,1.02,,,,,,
31875943,Pachyonychia Congenita,relevance,1,A,Sahota,Thomas,R,male,0.32,0.68,male,0.35,0.65,55.53,38.17,1.63,1.01,2,1.66,4.32,(S),87.49,(S),7.17,0.57
31648361,Pachyonychia Congenita,relevance,1,A,O'Toole,Funk,T,male,0.37,0.63,male,0.39,0.61,96.54,0.3,0.57,0.4,1,1.2,,,,,,
31364784,Pachyonychia Congenita,relevance,1,Rahul,Mahajan,Daroach,Manju,male,0.01,0.99,female,0.51,0.49,,,,,,,5.18,(S),89.75,(S),4.12,(S)
31814103,Pachyonychia Congenita,relevance,1,Nicole,Schwarz,Leube,Rudolf,female,0.98,0.02,male,0.01,0.99,,,,,,,96.49,0.19,0.48,0.1,0.92,1.82
31823354,Pachyonychia Congenita,relevance,1,E,Sprecher,Samuelov,L,male,0.37,0.63,male,0.4,0.6,,,,,,,97.14,(S),(S),0.46,0.74,1.54
31571193,Pachyonychia Congenita,relevance,1,M,Magin,Vetter,A,male,0.39,0.61,male,0.32,0.68,96.96,0.31,0.37,0.41,0.7,1.25,94.38,0.94,1.52,(S),(S),2.58
31021398,Pachyonychia Congenita,relevance,1,A,Coulombe,Zieman,G,male,0.24,0.76,male,0.26,0.74,96.42,0.58,0.81,0,1.39,0.81,97.21,(S),(S),0.24,1.25,1.01
29077501,Pachyonychia Congenita,relevance,2,Frances,Smith,Porter,Rebecca,female,0.88,0.12,female,0.98,0.02,71.19,24.44,0.42,0.75,1.62,1.58,73.35,22.22,0.4,0.85,1.63,1.56
34116063,Pachyonychia Congenita,relevance,2,Joyce,Teng,Wu,Tiffany,female,0.96,0.04,female,0.98,0.02,1.32,0.19,95.94,0.02,2,0.52,2.56,(S),93.6,(S),3.27,0.41
33190296,Pachyonychia Congenita,relevance,2,E,Sprecher,Pavlovsky,M,male,0.37,0.63,female,0.6,0.4,96.32,0,1.53,(S),(S),(S),97.14,(S),(S),0.46,0.74,1.54
34468688,Pachyonychia Congenita,relevance,2,Edel,O'Toole,Steele,Lloyd,female,0.7,0.3,male,0.01,0.99,80.39,14.94,0.41,1.08,1.47,1.71,,,,,,
10954990,Pachyonychia Congenita,relevance,2,K,Stapleton,Hannaford,S,male,0.34,0.66,male,0.32,0.68,95.4,(S),(S),0.95,1.19,1.59,87.44,8.81,0.42,0.41,1.31,1.61
27041546,Pachyonychia Congenita,relevance,2,Lynne,Gordon,Forrest,Charlotte,female,0.98,0.02,female,0.97,0.03,76.03,19.64,0.53,0.66,1.55,1.59,67.75,27.22,0.45,0.69,1.89,2
32236980,Pachyonychia Congenita,relevance,2,C,Has,Frommherz,L,male,0.33,0.67,male,0.4,0.6,,,,,,,33.19,3.54,50,0,5.75,7.52
16250205,Pachyonychia Congenita,relevance,2,Carl,Swartling,Milstone,Leonard,male,0.02,0.98,male,0.01,0.99,,,,,,,,,,,,
31386169,Pachyonychia Congenita,relevance,2,A,O'Toole,Theocharopoulos,I,male,0.37,0.63,male,0.29,0.71,,,,,,,,,,,,
28607853,Pachyonychia Congenita,relevance,2,Gary,Rogers,Mandelbaum,Max,male,0.01,0.99,male,0.02,0.98,97.55,(S),(S),0,0.61,1.58,77.8,17.66,0.42,0.77,1.58,1.77
35606927,Pachyonychia Congenita,pubdate_desc,1,Liat,Samuelov,Pavlovsky,Mor,female,0.93,0.07,male,0.12,0.88,96.32,0,1.53,(S),(S),(S),,,,,,
35429339,Pachyonychia Congenita,pubdate_desc,1,Rupinder,Kaur,Sharma,Shruti,male,0.34,0.66,female,0.97,0.03,4.23,0.62,85.65,0.44,8.03,1.03,0.84,0.16,89.33,0.46,8.88,0.33
35453591,Pachyonychia Congenita,pubdate_desc,1,Christine,Bodemer,Greco,Céline,female,0.99,0.01,female,1,0,95.09,0.48,0.66,0.09,1.02,2.67,88.46,0,(S),0,6.73,(S)
35245567,Pachyonychia Congenita,pubdate_desc,1,Edel,O'Toole,Tan,Xiang Li,female,0.7,0.3,,,,3.93,0.26,91.3,0.14,3.22,1.15,,,,,,
34116063,Pachyonychia Congenita,pubdate_desc,1,Joyce,Teng,Wu,Tiffany,female,0.96,0.04,female,0.98,0.02,1.32,0.19,95.94,0.02,2,0.52,2.56,(S),93.6,(S),3.27,0.41
34724947,Pachyonychia Congenita,pubdate_desc,1,Xu,Tianyi,Li,Yue,male,0.34,0.66,female,0.6,0.4,1.28,0.12,96.44,0.01,1.4,0.75,,,,,,
34468688,Pachyonychia Congenita,pubdate_desc,1,Edel,O'Toole,Steele,Lloyd,female,0.7,0.3,male,0.01,0.99,80.39,14.94,0.41,1.08,1.47,1.71,,,,,,
33908804,Pachyonychia Congenita,pubdate_desc,1,Afsaneh,Alavi,Fletcher,Joshua,female,0.98,0.02,male,0.01,0.99,75.52,19.92,0.47,0.73,1.69,1.68,71.38,(S),13.77,(S),13.04,0.91
34684016,Pachyonychia Congenita,pubdate_desc,1,Ester,Caffarel-Salvador,Søgaard,Pia Pernille,female,0.98,0.02,,,,,,,,,,,,,,,
34293384,Pachyonychia Congenita,pubdate_desc,1,Wenxin,Wang,Zeng,Ming,female,0.56,0.44,male,0.26,0.74,2.24,0.16,96.58,(S),0.92,(S),3.25,0.19,94.47,0.03,1.73,0.33
33876461,Pachyonychia Congenita,pubdate_desc,2,X,Zhang,Zhang,Y,male,0.32,0.68,male,0.26,0.74,0.61,0.09,98.16,0.02,0.96,0.16,0.61,0.09,98.16,0.02,0.96,0.16
33486795,Pachyonychia Congenita,pubdate_desc,2,E,Sprecher,Samuelov,L,male,0.37,0.63,male,0.4,0.6,,,,,,,97.14,(S),(S),0.46,0.74,1.54
32932264,Pachyonychia Congenita,pubdate_desc,2,Chun-Yu,Cheng,Cheng,Chun-Yu,male,0.37,0.63,male,0.37,0.63,1.46,0.21,95.08,0.03,2.43,0.79,1.46,0.21,95.08,0.03,2.43,0.79
33190296,Pachyonychia Congenita,pubdate_desc,2,E,Sprecher,Pavlovsky,M,male,0.37,0.63,female,0.6,0.4,96.32,0,1.53,(S),(S),(S),97.14,(S),(S),0.46,0.74,1.54
34055907,Pachyonychia Congenita,pubdate_desc,2,Shari,Lipner,Wu,Albert,female,0.89,0.11,male,0.02,0.98,1.32,0.19,95.94,0.02,2,0.52,99.17,0,0,0,(S),(S)
33745636,Pachyonychia Congenita,pubdate_desc,2,Jane Sanders,Bellet,Bellet,Jane Sanders,female,0.97,0.03,,,,95.36,(S),(S),0,(S),2.95,95.36,(S),(S),0,(S),2.95
33527591,Pachyonychia Congenita,pubdate_desc,2,Siew Kuan,Lim,Chotai,Niketa,female,0.86,0.14,female,0.96,0.04,,,,,,,3.19,0.3,91.51,0.11,3.6,1.3
33762842,Pachyonychia Congenita,pubdate_desc,2,Hongzhou,Cui,Gong,Li,male,0,1,female,0.63,0.37,13.95,2.38,78.18,(S),4.09,(S),1.91,0.31,95.12,0,1.05,1.6
33301203,Pachyonychia Congenita,pubdate_desc,2,L,Chandrashekar,Mathews,J,male,0.4,0.6,male,0.14,0.86,76.9,15.77,2.81,0.62,1.8,2.1,0,0,99,0,0,0
31836634,Pachyonychia Congenita,pubdate_desc,2,Sayantani,Chakraborty,Bhanja,Dibyendu Bikash,female,1,0,,,,,,,,,,2.21,(S),93.68,(S),3.53,(S)
20301638,Pallister-Hall Syndrome,relevance,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
29204208,Pallister-Hall Syndrome,relevance,1,A,Arivazhagan,Chandra,Sadanandvalli Retnaswami,male,0.32,0.68,,,,5.02,1.57,79.86,0.54,11.61,1.4,,,,,,
11057130,Pallister-Hall Syndrome,relevance,1,T,Okuyama,Oho,Y,male,0.39,0.61,male,0.26,0.74,,,,,,,5.97,(S),87.31,0,5.97,(S)
31011455,Pallister-Hall Syndrome,relevance,1,Ian,Marshall,Mahtabfar,Aria,male,0.01,0.99,female,0.55,0.45,,,,,,,68.89,26.35,0.42,0.88,1.82,1.64
25424727,Pallister-Hall Syndrome,relevance,1,Judith,Hall,Hall,Judith,female,0.98,0.02,female,0.98,0.02,75.11,20.75,0.48,0.63,1.63,1.4,75.11,20.75,0.48,0.63,1.63,1.4
32270976,Pallister-Hall Syndrome,relevance,1,Anna,Noczyńska,Nocoń-Bohusz,Julita,female,0.98,0.02,female,0.98,0.02,,,,,,,,,,,,
21846383,Pallister-Hall Syndrome,relevance,1,Benjamin,Solomon,Solomon,Benjamin,male,0.01,0.99,male,0.01,0.99,62.53,29.65,2.21,1.21,2.2,2.2,62.53,29.65,2.21,1.21,2.2,2.2
31903782,Pallister-Hall Syndrome,relevance,1,Mark,Nagy,Brown,Clarice,male,0.01,0.99,female,0.97,0.03,60.71,34.54,0.41,0.83,1.86,1.64,96.06,0.3,0.51,0.21,1.35,1.56
17022615,Pallister-Hall Syndrome,relevance,1,Tatsuro,Kondoh,Kuniba,Hideo,male,0.01,0.99,male,0,1,,,,,,,,,,,,
9807095,Pallister-Hall Syndrome,relevance,1,F,Ondrey,Biesecker,G,male,0.23,0.77,male,0.26,0.74,96.16,0,(S),(S),1.54,1.38,98.68,0,(S),0,0,(S)
8818945,Pallister-Hall Syndrome,relevance,2,M,Graham,Biesecker,G,male,0.14,0.86,male,0.26,0.74,96.16,0,(S),(S),1.54,1.38,72.84,22.72,0.42,0.77,1.61,1.64
9048017,Pallister-Hall Syndrome,relevance,2,T,Matsumoto,Kondoh,T,male,0.39,0.61,male,0.39,0.61,,,,,,,6.08,(S),83.5,(S),7.59,2.52
7880273,Pallister-Hall Syndrome,relevance,2,M,Graham,Biesecker,G,male,0.14,0.86,male,0.26,0.74,96.16,0,(S),(S),1.54,1.38,72.84,22.72,0.42,0.77,1.61,1.64
31456264,Pallister-Hall Syndrome,relevance,2,Shouichi,Ohga,Ochiai,Masayuki,male,0,1,male,0,1,2.82,(S),94.92,0,0,(S),,,,,,
32112393,Pallister-Hall Syndrome,relevance,2,Raoul,Hennekam,Kariminejad,Ariana,male,0.02,0.98,female,0.97,0.03,,,,,,,,,,,,
30486853,Pallister-Hall Syndrome,relevance,2,Femia,Hayek,Hayek,Femia,female,0.79,0.21,female,0.79,0.21,93.13,(S),0.44,(S),2.52,3.22,93.13,(S),0.44,(S),2.52,3.22
16007608,Pallister-Hall Syndrome,relevance,2,D,Mowat,Roscioli,T,male,0.23,0.77,male,0.39,0.61,98.6,0,(S),0,(S),0,91.3,1.04,3.31,(S),3.31,(S)
7815447,Pallister-Hall Syndrome,relevance,2,M,Hewitt,Sama,A,female,0.6,0.4,male,0.32,0.68,54.35,9.47,17.7,0,1.55,16.93,85.19,10.36,0.45,0.56,1.66,1.77
35331151,Pallister-Hall Syndrome,relevance,2,Monica,Fumagalli,Consales,Alessandra,female,0.99,0.01,female,0.99,0.01,,,,,,,90.83,0,0,(S),(S),7.42
15237717,Pallister-Hall Syndrome,relevance,2,O,Savage,Wacharasindhu,S,female,0.6,0.4,male,0.32,0.68,,,,,,,77.24,18.59,0.42,0.67,1.61,1.46
35331151,Pallister-Hall Syndrome,pubdate_desc,1,Monica,Fumagalli,Consales,Alessandra,female,0.99,0.01,female,0.99,0.01,,,,,,,90.83,0,0,(S),(S),7.42
35034092,Pallister-Hall Syndrome,pubdate_desc,1,Samuel,Berkovic,Green,Timothy,male,0.01,0.99,male,0.01,0.99,59.33,36.23,0.34,0.61,1.78,1.71,,,,,,
35251807,Pallister-Hall Syndrome,pubdate_desc,1,Kwame,Anyane-Yeboa,Mehkri,Yusuf,male,0.02,0.98,male,0.03,0.97,,,,,,,,,,,,
35048169,Pallister-Hall Syndrome,pubdate_desc,1,Chen,Yang,Wang,Andy Yu-Der,male,0.38,0.62,,,,3.25,0.19,94.47,0.03,1.73,0.33,0.95,0.13,95.03,0.04,3.49,0.35
34482537,Pallister-Hall Syndrome,pubdate_desc,1,Martin Atta,Mensah,Sczakiel,Henrike Lisa,male,0.02,0.98,,,,,,,,,,2,92.34,(S),(S),4.41,1.07
34296525,Pallister-Hall Syndrome,pubdate_desc,1,Tania,Attie-Bitach,El Mouatani,Ahmed,female,0.98,0.02,male,0.02,0.98,,,,,,,,,,,,
34631784,Pallister-Hall Syndrome,pubdate_desc,1,Han-Song,Sheng,Yang,Yue,,,,female,0.6,0.4,0.95,0.13,95.03,0.04,3.49,0.35,2.5,(S),94.51,(S),1.5,1.33
31903782,Pallister-Hall Syndrome,pubdate_desc,1,Mark,Nagy,Brown,Clarice,male,0.01,0.99,female,0.97,0.03,60.71,34.54,0.41,0.83,1.86,1.64,96.06,0.3,0.51,0.21,1.35,1.56
32591344,Pallister-Hall Syndrome,pubdate_desc,1,Robert Jan,Galjaard,Baas,Martijn,male,0.01,0.99,male,0.01,0.99,94.19,(S),0.94,(S),0.94,3.14,,,,,,
33328171,Pallister-Hall Syndrome,pubdate_desc,1,Aaron,Zorn,Nasr,Talia,male,0.01,0.99,female,0.97,0.03,,,,,,,94.86,2.18,0.34,0.27,0.89,1.45
33150036,Pallister-Hall Syndrome,pubdate_desc,2,Vincenzo,Piccolo,Diplomatico,Mario,male,0.01,0.99,male,0.01,0.99,,,,,,,95.36,(S),0.59,(S),1.14,2.5
32577141,Pallister-Hall Syndrome,pubdate_desc,2,Jacqueline,Urbine,Cristobal,Alberto,female,0.98,0.02,male,0.01,0.99,4.78,0.49,40.97,0.27,3.32,50.18,87.23,(S),0,0,(S),11.17
32112393,Pallister-Hall Syndrome,pubdate_desc,2,Raoul,Hennekam,Kariminejad,Ariana,male,0.02,0.98,female,0.97,0.03,,,,,,,,,,,,
30923969,Pallister-Hall Syndrome,pubdate_desc,2,Norman,Rosenblum,D'Cruz,Robert,male,0.01,0.99,male,0.01,0.99,,,,,,,97.25,(S),0.53,(S),0.7,1.28
31734186,Pallister-Hall Syndrome,pubdate_desc,2,Niu,Li,Li,Youjin,female,0.54,0.46,female,0.91,0.09,1.28,0.12,96.44,0.01,1.4,0.75,1.28,0.12,96.44,0.01,1.4,0.75
31552492,Pallister-Hall Syndrome,pubdate_desc,2,Prem,Puri,Nakamura,Hiroki,male,0.06,0.94,male,0,1,5.82,0.09,84.55,0.18,7.4,1.96,13.19,(S),77.68,(S),7.07,1.35
31792112,Pallister-Hall Syndrome,pubdate_desc,2,Saumya Shekhar,Jamuar,Ler,Grace Yan Ling,female,0.79,0.21,,,,61.81,11.81,18.06,(S),(S),5.56,,,,,,
31787158,Pallister-Hall Syndrome,pubdate_desc,2,Manisha,Gandhi,,,female,0.97,0.03,,,,,,,,,,2.09,0.17,91.74,0.4,4.67,0.93
35521502,Pallister-Hall Syndrome,pubdate_desc,2,Ian,Pallister,Nathdwarawala,Yogesh,male,0.01,0.99,male,0.01,0.99,,,,,,,95.12,0,(S),1.83,2.13,(S)
31456264,Pallister-Hall Syndrome,pubdate_desc,2,Shouichi,Ohga,Ochiai,Masayuki,male,0,1,male,0,1,2.82,(S),94.92,0,0,(S),,,,,,
25425112,Pallister-Killian Syndrome,relevance,1,Ian,Krantz,Izumi,Kosuke,male,0.01,0.99,male,0.01,0.99,8.23,(S),79.43,(S),8.54,3.48,96.07,0.12,0.35,0.35,0.73,2.39
29790157,Pallister-Killian Syndrome,relevance,1,K,Saxena,Thakur,S,male,0.34,0.66,male,0.32,0.68,4.37,(S),87.15,(S),7.33,(S),3.23,(S),91.54,(S),4.15,0.66
24826207,Pallister-Killian Syndrome,relevance,1,Debra,Wright,Srinivasan,Aarthi,female,0.97,0.03,female,0.98,0.02,2.71,0.38,92.8,0.21,3.35,0.55,68.3,27.36,0.4,0.66,1.75,1.52
11057131,Pallister-Killian Syndrome,relevance,1,T,Hasegawa,Hasegawa,T,male,0.39,0.61,male,0.39,0.61,5.01,(S),84.63,(S),8.03,1.69,5.01,(S),84.63,(S),8.03,1.69
34073526,Pallister-Killian Syndrome,relevance,1,Cristina,Rusu,Arghir,Aurora,female,0.99,0.01,female,0.98,0.02,,,,,,,93.52,(S),(S),(S),3.38,1.97
29260614,Pallister-Killian Syndrome,relevance,1,Matthew,Whitehead,Barkovich,Emil Jernstedt,male,0,1,,,,91.72,0,(S),(S),(S),4.14,72.87,23.3,0.32,0.67,1.36,1.47
